Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Hail and Kill,Manowar,1988,5.95,4,0.358,0.857,4,-12.569,minor(0),0.0581,0.00478,5.2e-05,0.0586,0.2,93.156,51,Metal
Kings of Metal,Manowar,1988,3.73,4,0.575,0.881,9,-13.012,major(1),0.0357,0.000117,2.69e-05,0.147,0.699,132.127,55,Metal
Warriors of the World United,Manowar,2002,5.85,4,0.595,0.664,2,-7.575,minor(0),0.0356,0.00234,0.0609,0.0652,0.188,87.03,58,Metal
Gods of War,Manowar,2007,7.44,4,0.446,0.8,10,-5.444,minor(0),0.0525,0.00641,0.0047,0.671,0.607,80.049,29,Metal
Lunchbox,Marilyn Manson,1996,4.55,4,0.452,0.952,9,-6.499,major(1),0.218,0.00442,0.121,0.302,0.305,168.065,47,Metal
The Beautiful People,Marilyn Manson,1996,3.65,4,0.621,0.834,10,-10.068,minor(0),0.0557,0.000779,0.456,0.0611,0.937,143.973,73,Metal
I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,1998,5.06,4,0.564,0.834,2,-6.978,major(1),0.0384,0.00129,0.0,0.886,0.534,93.906,53,Metal
Disposable Teens,Marilyn Manson,2000,3.03,4,0.518,0.956,10,-5.016,major(1),0.155,5.22e-05,0.0183,0.533,0.283,134.019,59,Metal
Rock Is Dead,Marilyn Manson,2000,3.16,3,0.509,0.91,11,-6.531,minor(0),0.038,8.78e-06,0.102,0.404,0.358,101.174,58,Metal
Coma White,Marilyn Manson,2003,5.64,4,0.347,0.741,9,-7.937,minor(0),0.0324,6.73e-06,0.115,0.267,0.0994,159.918,56,Metal
Tainted Love,Marilyn Manson,2003,3.33,4,0.637,0.95,8,-4.4,major(1),0.109,0.00104,7.35e-06,0.288,0.511,142.018,59,Metal
This Is The New S**t,Marilyn Manson,2003,4.33,4,0.566,0.869,2,-6.084,major(1),0.1,0.000916,0.00346,0.114,0.647,178.113,59,Metal
March of the Fire Ants,Mastodon,2002,4.43,3,0.144,0.947,9,-3.255,major(1),0.0697,2.44e-06,0.884,0.0711,0.275,156.15,35,Metal
Blood and Thunder,Mastodon,2004,3.81,4,0.364,0.935,2,-6.548,major(1),0.0724,8.58e-06,0.729,0.0317,0.478,92.717,61,Metal
Colony of Birchmen,Mastodon,2006,4.33,4,0.416,0.927,2,-3.257,major(1),0.0844,3.29e-05,0.00872,0.0782,0.339,125.758,43,Metal
Iron Tusk,Mastodon,2006,3.05,4,0.468,0.982,2,-6.274,major(1),0.074,7.63e-06,0.752,0.177,0.261,127.616,48,Metal
Crack the Skye,Mastodon,2009,5.91,4,0.312,0.976,0,-5.324,major(1),0.093,9.59e-06,0.861,0.0945,0.0692,122.755,39,Metal
Oblivion,Mastodon,2009,5.78,3,0.261,0.938,5,-5.125,minor(0),0.086,9.92e-05,0.0106,0.301,0.256,132.47,50,Metal
The Motherload,Mastodon,2014,5.0,4,0.363,0.971,5,-2.974,minor(0),0.0776,7.1e-06,0.00358,0.0797,0.347,146.018,57,Metal
Show Yourself,Mastodon,2017,3.05,4,0.468,0.977,8,-4.198,major(1),0.0645,4.99e-06,0.0213,0.0543,0.493,134.996,50,Metal
Sultan's Curse,Mastodon,2017,4.16,3,0.341,0.954,7,-4.745,minor(0),0.082,1.24e-05,0.0234,0.0308,0.23,161.858,43,Metal
In My Darkest Hour - Remastered 2004,Megadeth,1986,6.44,4,0.322,0.978,9,-5.446,major(1),0.131,8.66e-05,0.266,0.136,0.271,112.878,53,Metal
Peace Sells,Megadeth,1986,4.04,4,0.307,0.905,11,-4.362,minor(0),0.141,0.000624,0.424,0.545,0.716,138.333,36,Metal
Wake Up Dead - 2004 Remaster,Megadeth,1986,3.62,4,0.279,0.912,4,-4.608,major(1),0.126,2.67e-05,0.737,0.0672,0.479,164.185,51,Metal
Hangar 18,Megadeth,1990,5.24,4,0.169,0.949,7,-10.595,major(1),0.114,0.000101,0.616,0.297,0.147,159.678,52,Metal
Holy Wars...The Punishment Due,Megadeth,1990,6.6,4,0.339,0.887,9,-12.179,major(1),0.0699,0.00291,0.316,0.296,0.317,125.086,52,Metal
Tornado Of Souls,Megadeth,1990,5.38,4,0.404,0.932,7,-11.151,major(1),0.102,0.0021,0.0313,0.072,0.399,194.505,57,Metal
Sweating Bullets,Megadeth,1992,5.44,4,0.331,0.859,4,-5.55,minor(0),0.166,0.000315,0.00815,0.48,0.684,77.451,36,Metal
Symphony Of Destruction,Megadeth,1992,4.11,4,0.61,0.889,4,-5.452,minor(0),0.0585,0.000794,0.0865,0.0657,0.506,139.903,66,Metal
A Tout Le Monde - Remastered 2004,Megadeth,1994,4.37,4,0.272,0.747,5,-4.86,minor(0),0.0401,0.000393,4.03e-05,0.16,0.255,202.777,63,Metal
Trust,Megadeth,2004,5.21,4,0.595,0.803,5,-4.293,major(1),0.0533,0.00126,0.369,0.096,0.375,132.125,46,Metal
A Dangerous Meeting,Mercyful Fate,1983,5.21,4,0.271,0.927,4,-9.57,minor(0),0.0683,0.00963,0.438,0.34,0.502,138.413,41,Metal
Black Funeral,Mercyful Fate,1983,2.82,4,0.243,0.86,9,-11.046,major(1),0.0722,0.000129,0.0379,0.238,0.327,135.901,34,Metal
Curse of the Pharaohs,Mercyful Fate,1983,3.95,4,0.32,0.798,4,-9.999,major(1),0.0777,0.000113,0.0779,0.132,0.544,137.591,40,Metal
Evil,Mercyful Fate,1983,4.75,4,0.288,0.904,0,-9.455,major(1),0.114,0.000273,0.382,0.0894,0.556,133.838,44,Metal
Into the Coven,Mercyful Fate,1983,5.19,4,0.221,0.814,7,-9.849,major(1),0.113,0.0311,0.558,0.184,0.336,145.12,34,Metal
Melissa,Mercyful Fate,1983,6.69,4,0.24,0.56,9,-12.439,minor(0),0.0453,0.00443,0.797,0.196,0.298,117.342,35,Metal
Nuns Have No Fun,Mercyful Fate,1983,4.36,4,0.339,0.657,4,-12.586,minor(0),0.0347,0.0747,0.0925,0.124,0.842,141.885,24,Metal
The Oath,Mercyful Fate,1987,7.57,4,0.149,0.871,4,-10.296,minor(0),0.128,0.000326,0.837,0.0707,0.149,169.472,32,Metal
Future Breed Machine,Meshuggah,1995,5.81,1,0.299,0.97,1,-6.865,major(1),0.157,0.000993,0.0953,0.304,0.154,175.353,44,Metal
New Millennium Cyanide Christ,Meshuggah,1998,5.59,4,0.269,0.964,10,-5.182,minor(0),0.143,0.000241,0.00211,0.131,0.159,149.86,43,Metal
Rational Gaze,Meshuggah,2002,5.07,1,0.528,0.976,1,-5.157,major(1),0.0919,4.59e-05,0.0828,0.0944,0.243,133.01,48,Metal
Bleed,Meshuggah,2008,7.38,4,0.242,0.998,11,-5.64,major(1),0.0894,8.12e-06,0.88,0.284,0.18,114.642,58,Metal
Stengah,Meshuggah,2008,5.6,4,0.551,0.925,1,-5.246,major(1),0.147,9.08e-05,0.685,0.156,0.386,120.031,34,Metal
The Demon's Name Is Surveillance,Meshuggah,2008,4.66,3,0.347,0.924,8,-3.996,major(1),0.0735,1e-06,0.928,0.243,0.185,161.962,39,Metal
Demiurge,Meshuggah,2012,6.21,3,0.207,0.945,1,-5.277,major(1),0.0787,3.26e-05,0.79,0.0947,0.0399,113.254,51,Metal
Clockworks,Meshuggah,2016,7.25,1,0.431,0.98,10,-5.313,minor(0),0.107,2.01e-06,0.831,0.289,0.366,129.935,41,Metal
Combustion,Meshuggah,2016,4.15,4,0.457,0.997,1,-4.992,minor(0),0.0634,8.36e-06,0.899,0.138,0.53,110.021,49,Metal
Metal Church,Metal Church,1984,5.04,4,0.428,0.947,10,-8.516,minor(0),0.0751,0.000679,0.0563,0.262,0.223,102.335,44,Metal
Watch the Children Pray,Metal Church,1984,5.96,4,0.325,0.845,11,-10.193,minor(0),0.0561,0.000209,0.000277,0.109,0.0982,112.632,41,Metal
Start the Fire,Metal Church,1985,3.76,4,0.507,0.921,4,-10.351,major(1),0.044,0.000248,0.00261,0.364,0.475,148.757,39,Metal
Beyond the Black,Metal Church,1986,6.36,4,0.323,0.921,8,-7.393,major(1),0.0758,0.00354,0.469,0.205,0.308,115.548,35,Metal
The Dark,Metal Church,1986,4.2,4,0.492,0.947,4,-9.013,major(1),0.0624,0.000207,0.00239,0.185,0.285,104.462,28,Metal
Badlands,Metal Church,1989,7.41,4,0.372,0.912,9,-8.832,minor(0),0.0713,0.00163,0.0275,0.297,0.459,166.889,34,Metal
The Human Factor,Metal Church,1991,4.99,4,0.506,0.971,0,-7.786,major(1),0.0607,0.00224,7.17e-05,0.291,0.323,94.153,18,Metal
Seek & Destroy,Metallica,1983,6.9,4,0.439,0.963,9,-5.508,major(1),0.277,0.0364,0.00896,0.0784,0.435,140.805,64,Metal
Creeping Death,Metallica,1984,6.58,4,0.31,0.977,6,-5.478,minor(0),0.164,0.000219,0.273,0.0785,0.179,100.626,48,Metal
Fade To Black,Metallica,1984,6.95,4,0.256,0.929,7,-6.667,major(1),0.113,0.00311,0.201,0.11,0.278,113.47,50,Metal
For Whom The Bell Tolls,Metallica,1984,5.15,4,0.512,0.86,0,-6.145,major(1),0.0703,0.00631,0.00528,0.0652,0.258,117.909,52,Metal
Battery,Metallica,1986,5.2,4,0.48,0.923,11,-8.793,minor(0),0.0682,0.000211,0.531,0.106,0.44,96.535,47,Metal
Master Of Puppets,Metallica,1986,8.58,4,0.539,0.828,4,-9.108,minor(0),0.035,0.00067,0.421,0.154,0.562,105.25,49,Metal
One,Metallica,1988,7.43,3,0.438,0.687,7,-9.15,major(1),0.0619,0.000668,0.0801,0.42,0.426,103.01,49,Metal
Enter Sandman,Metallica,1991,5.52,4,0.566,0.834,6,-8.412,minor(0),0.0298,0.00277,0.008,0.0625,0.621,123.296,76,Metal
Nothing Else Matters,Metallica,1991,6.47,3,0.547,0.394,4,-9.793,minor(0),0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,70,Metal
Sad But True,Metallica,1991,5.4,4,0.624,0.876,7,-6.005,major(1),0.0342,0.000926,0.00164,0.0561,0.453,89.24,66,Metal
Hybrid Moments - C.I. Recording 1978,Misfits,1978,1.7,4,0.17,0.81,2,-9.339,major(1),0.0521,0.27,0.0445,0.104,0.547,193.791,63,Metal
Where Eagles Dare,Misfits,1980,2.14,4,0.282,0.943,2,-7.746,major(1),0.121,0.741,0.414,0.178,0.15,182.381,60,Metal
Last Caress - C.I. Recording 1978,Misfits,1983,1.95,4,0.33,0.906,0,-9.607,major(1),0.0513,0.533,0.0208,0.15,0.418,91.186,59,Metal
London Dungeon,Misfits,1983,2.57,4,0.344,0.912,0,-11.219,major(1),0.164,0.109,0.0973,0.19,0.273,170.842,53,Metal
"Die,Die My Darling",Misfits,1984,3.2,4,0.313,0.876,11,-13.151,minor(0),0.0386,0.436,0.0,0.0989,0.547,172.717,52,Metal
Teenagers From Mars,Misfits,1984,2.85,4,0.347,0.945,4,-9.165,major(1),0.0469,0.274,0.648,0.168,0.462,164.606,40,Metal
Astro Zombies,Misfits,1985,2.19,4,0.468,0.846,0,-11.889,major(1),0.0484,0.608,0.468,0.214,0.476,110.761,50,Metal
She - Reel Platinum 1985,Misfits,1985,1.38,4,0.147,0.972,2,-7.005,major(1),0.0655,1.08e-05,0.886,0.24,0.27,187.038,46,Metal
Live Wire,Motley Crue,1981,3.23,4,0.411,0.904,7,-6.652,minor(0),0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,64,Metal
Too Fast for Love,Motley Crue,1981,3.35,4,0.402,0.873,7,-5.238,major(1),0.062,8.18e-05,2.18e-05,0.335,0.822,150.3,53,Metal
Looks That Kill,Motley Crue,1983,4.13,4,0.485,0.949,0,-5.79,major(1),0.0404,0.00327,0.00631,0.115,0.742,135.972,62,Metal
Home Sweet Home,Motley Crue,1985,3.98,4,0.397,0.776,5,-6.339,major(1),0.0381,0.0983,4.09e-06,0.189,0.127,76.301,68,Metal
"Girls,Girls,Girls",Motley Crue,1987,4.5,4,0.599,0.922,7,-4.887,major(1),0.0739,0.025,5.82e-05,0.356,0.514,140.098,70,Metal
Wild Side,Motley Crue,1987,4.72,4,0.602,0.874,0,-5.613,major(1),0.037,0.0074,0.0011,0.303,0.456,115.094,65,Metal
Dr. Feelgood,Motley Crue,1989,4.82,4,0.53,0.968,2,-3.941,major(1),0.0753,0.000702,0.0118,0.228,0.338,110.974,70,Metal
Kickstart My Heart,Motley Crue,1989,4.7,4,0.363,0.982,7,-3.621,minor(0),0.3,0.00123,0.00218,0.284,0.275,179.23,78,Metal
Same Ol' Situation (S.O.S.),Motley Crue,1989,4.2,4,0.495,0.986,2,-3.109,major(1),0.133,0.0312,2.07e-05,0.431,0.246,139.677,60,Metal
Shout At The Devil '97,Motley Crue,1997,3.7,4,0.52,0.99,2,-4.616,major(1),0.0529,0.00116,0.292,0.61,0.391,103.697,29,Metal
Bomber,Motörhead,1979,3.68,4,0.376,0.997,8,-5.717,major(1),0.112,0.103,0.0814,0.792,0.139,105.931,49,Metal
Damage Case,Motörhead,1979,3.04,4,0.27,0.922,3,-6.987,minor(0),0.109,0.00488,7.35e-06,0.854,0.515,161.803,47,Metal
Overkill,Motörhead,1979,5.23,4,0.27,0.886,11,-6.9,major(1),0.117,7.62e-06,0.0258,0.0899,0.19,119.283,57,Metal
Ace of Spades,Motörhead,1980,2.81,4,0.322,0.991,6,-4.453,major(1),0.213,0.00313,0.0035,0.0708,0.198,140.221,72,Metal
Iron Fist,Motörhead,1982,2.87,4,0.304,0.947,1,-5.302,major(1),0.0917,0.000431,0.00192,0.156,0.427,145.324,45,Metal
Killed by Death,Motörhead,1984,4.64,4,0.388,0.956,6,-6.037,minor(0),0.0471,0.00115,0.000573,0.464,0.24,134.589,53,Metal
Orgasmatron,Motörhead,1986,5.41,4,0.415,0.956,3,-9.054,major(1),0.0426,0.0424,0.0595,0.352,0.183,127.842,45,Metal
(We Are) The Road Crew (Live at Hammersmith),Motörhead,2005,3.25,4,0.233,0.996,3,-4.836,minor(0),0.363,0.0327,0.211,0.706,0.04,146.359,7,Metal
Death Blooms,Mudvayne,2002,4.87,4,0.275,0.974,6,-4.624,minor(0),0.192,0.000355,0.0024,0.158,0.237,174.095,52,Metal
Not Falling,Mudvayne,2002,4.07,4,0.438,0.984,8,-5.012,major(1),0.143,2.97e-05,0.0758,0.0572,0.32,129.921,44,Metal
Determined,Mudvayne,2005,2.65,4,0.4,0.991,8,-2.043,major(1),0.152,4.29e-05,6.6e-06,0.28,0.45,129.519,55,Metal
Dig,Mudvayne,2005,2.7,4,0.623,0.983,11,-3.548,minor(0),0.151,9.62e-05,0.0617,0.261,0.271,134.975,62,Metal
Forget to Remember - From Saw II - Original Soundtrack,Mudvayne,2005,3.59,4,0.453,0.965,8,-3.388,major(1),0.141,0.000857,0.00275,0.0741,0.743,188.155,56,Metal
Happy?,Mudvayne,2005,3.61,4,0.546,0.97,5,-2.661,minor(0),0.097,0.000823,2.08e-05,0.275,0.383,100.065,67,Metal
Silenced,Mudvayne,2005,3.02,4,0.643,0.986,4,-5.067,minor(0),0.139,0.000154,0.266,0.0721,0.331,111.113,41,Metal
Bad Bad Boy,Nazareth,1973,3.95,4,0.621,0.916,2,-4.926,major(1),0.0348,0.00192,1.15e-05,0.275,0.877,127.616,32,Metal
Broken Down Angel,Nazareth,1973,3.73,4,0.646,0.642,1,-7.48,minor(0),0.0375,0.0545,0.0162,0.144,0.553,124.592,32,Metal
Beggars Day,Nazareth,1975,3.75,4,0.436,0.873,10,-10.988,major(1),0.0743,0.00127,0.624,0.298,0.427,119.308,29,Metal
Changin' Times,Nazareth,1975,6.05,4,0.278,0.811,9,-10.518,major(1),0.0416,0.00267,0.0302,0.161,0.653,172.317,30,Metal
Hair Of The Dog,Nazareth,1975,4.15,4,0.688,0.745,4,-10.323,major(1),0.0519,0.00285,0.238,0.114,0.688,128.556,57,Metal
Love Hurts,Nazareth,1975,3.88,4,0.485,0.328,7,-11.853,major(1),0.0254,0.00596,0.0032,0.325,0.138,79.766,58,Metal
Expect No Mercy,Nazareth,1977,3.42,4,0.496,0.903,7,-7.866,major(1),0.0441,0.0405,0.93,0.291,0.681,133.351,21,Metal
Holiday,Nazareth,1980,3.6,4,0.615,0.834,7,-5.726,major(1),0.0318,0.0311,2.94e-06,0.143,0.688,131.606,31,Metal
This Flight Tonight - 1991 Version,Nazareth,1991,3.6,4,0.626,0.892,7,-6.908,major(1),0.0452,0.000863,3.91e-05,0.0855,0.38,127.21,13,Metal
Elvenpath - Remastered,Nightwish,1997,4.63,4,0.428,0.93,9,-4.054,major(1),0.117,0.00033,0.279,0.142,0.138,145.481,34,Metal
Sleeping Sun,Nightwish,1999,4.08,4,0.336,0.573,2,-6.454,minor(0),0.0303,0.0089,0.0,0.102,0.0735,110.336,53,Metal
The Phantom Of The Opera,Nightwish,2001,4.15,4,0.428,0.835,5,-7.7,minor(0),0.0508,6.93e-06,0.0309,0.0727,0.305,131.892,58,Metal
Ghost Love Score,Nightwish,2004,10.03,3,0.442,0.779,5,-5.392,minor(0),0.0394,0.00969,0.000539,0.113,0.203,100.969,50,Metal
Nemo,Nightwish,2004,4.6,4,0.494,0.735,0,-6.326,minor(0),0.0348,0.000185,8.38e-05,0.086,0.359,125.042,64,Metal
Planet Hell,Nightwish,2004,4.65,4,0.476,0.862,10,-5.936,minor(0),0.0544,2.44e-05,0.0288,0.121,0.39,145.975,48,Metal
Wish I Had an Angel,Nightwish,2004,4.1,4,0.44,0.942,4,-5.998,minor(0),0.0554,9.1e-06,0.0531,0.321,0.584,79.508,62,Metal
Amaranth,Nightwish,2007,3.86,4,0.558,0.859,2,-3.992,minor(0),0.0421,0.00469,0.00196,0.0831,0.31,127.98,61,Metal
Over The Hills And Far Away,Nightwish,2007,5.04,4,0.238,0.915,4,-3.297,minor(0),0.0725,0.000305,0.000281,0.0916,0.375,135.453,52,Metal
Storytime,Nightwish,2011,5.37,4,0.465,0.971,5,-3.466,minor(0),0.0749,0.00366,0.00375,0.326,0.483,156.171,58,Metal
Demon Of The Fall,Opeth,1996,6.22,3,0.348,0.955,2,-5.767,minor(0),0.117,2.31e-05,0.8,0.0947,0.126,102.879,40,Metal
The Moor (Remastered),Opeth,1999,11.45,4,0.303,0.859,5,-6.106,major(1),0.0819,0.00133,0.379,0.243,0.103,126.083,41,Metal
Blackwater Park,Opeth,2001,12.19,4,0.109,0.854,2,-6.758,major(1),0.0871,0.000381,0.228,0.197,0.134,79.958,43,Metal
Bleak,Opeth,2001,9.27,4,0.247,0.868,0,-4.902,major(1),0.0762,8.19e-05,0.663,0.594,0.261,97.527,45,Metal
Harvest,Opeth,2001,6.02,4,0.501,0.686,4,-6.457,minor(0),0.0246,0.0405,0.014,0.0846,0.218,62.509,49,Metal
The Drapery Falls,Opeth,2001,10.87,3,0.103,0.859,7,-6.107,major(1),0.0803,0.000339,0.168,0.0974,0.306,186.415,42,Metal
Deliverance,Opeth,2002,13.61,4,0.283,0.973,4,-4.006,minor(0),0.0459,0.000281,0.706,0.192,0.275,97.303,44,Metal
Ghost of Perdition,Opeth,2005,10.49,3,0.292,0.818,9,-6.227,minor(0),0.0413,0.000697,0.00192,0.0544,0.19,93.924,52,Metal
In Mist She Was Standing,Opeth,2005,14.16,4,0.188,0.961,9,-6.597,minor(0),0.206,0.000133,0.22,0.308,0.0523,141.084,32,Metal
Windowpane,Opeth,2005,7.74,4,0.328,0.553,6,-6.252,major(1),0.0267,0.156,0.412,0.0985,0.322,159.959,54,Metal
Feel the Fire,Overkill,1985,5.88,4,0.249,0.895,1,-9.727,minor(0),0.0755,0.00527,0.594,0.185,0.445,152.977,22,Metal
In Union We Stand,Overkill,1987,4.43,4,0.434,0.814,4,-10.124,minor(0),0.0469,6.67e-05,1.54e-05,0.105,0.491,86.281,25,Metal
Powersurge,Overkill,1987,4.61,4,0.464,0.886,4,-11.546,minor(0),0.0615,6.52e-05,0.000277,0.0785,0.574,144.483,23,Metal
Rotten to the Core,Overkill,1987,5.0,4,0.294,0.955,9,-9.485,major(1),0.0686,0.0412,0.621,0.198,0.275,102.299,26,Metal
Hello from the Gutter,Overkill,1988,4.23,4,0.328,0.916,2,-9.807,minor(0),0.0713,0.00386,0.168,0.117,0.363,113.57,34,Metal
Coma,Overkill,1989,5.37,4,0.29,0.917,8,-12.687,major(1),0.101,0.000188,0.659,0.0814,0.148,93.009,34,Metal
Elimination,Overkill,1989,4.59,4,0.302,0.805,6,-11.395,minor(0),0.0967,0.000849,4.19e-06,0.151,0.578,112.766,45,Metal
The Years of Decay,Overkill,1989,8.01,4,0.319,0.372,4,-16.307,minor(0),0.0356,0.0422,0.00563,0.0682,0.236,109.606,30,Metal
Horrorscope,Overkill,1991,5.82,4,0.351,0.508,9,-11.425,minor(0),0.028,0.000313,0.772,0.0986,0.626,96.226,30,Metal
Deny the Cross,Overkill,2003,4.71,4,0.257,0.917,6,-10.764,minor(0),0.0782,4.14e-05,0.00167,0.0422,0.112,148.14,26,Metal
Fear His Name,Overkill,2003,5.41,3,0.211,0.823,4,-11.145,minor(0),0.0596,0.000139,0.0802,0.122,0.543,175.386,21,Metal
Wrecking Crew,Overkill,2005,4.54,4,0.318,0.939,0,-8.662,major(1),0.0581,2.91e-05,0.198,0.202,0.382,150.401,31,Metal
Ironbound,Overkill,2010,6.62,4,0.245,0.968,4,-5.353,minor(0),0.141,0.000126,0.856,0.0662,0.157,95.808,24,Metal
Crazy Train,Ozzy Osbourne,1980,4.89,4,0.454,0.913,9,-4.008,major(1),0.107,0.408,0.000271,0.248,0.521,137.688,77,Metal
Mr. Crowley,Ozzy Osbourne,1980,5.04,4,0.307,0.748,2,-6.514,minor(0),0.0568,0.212,0.000153,0.368,0.347,108.227,62,Metal
Suicide Solution,Ozzy Osbourne,1980,4.3,4,0.435,0.869,2,-4.545,major(1),0.0421,0.141,1.58e-05,0.231,0.534,107.649,48,Metal
Flying High Again,Ozzy Osbourne,1981,4.73,4,0.315,0.938,1,-6.264,major(1),0.086,0.00499,5.6e-05,0.19,0.527,125.277,53,Metal
Over the Mountain,Ozzy Osbourne,1981,4.52,4,0.493,0.866,0,-5.665,major(1),0.0976,0.00178,2.23e-05,0.0775,0.489,131.06,53,Metal
Bark at the Moon,Ozzy Osbourne,1983,4.28,4,0.303,0.961,9,-5.333,minor(0),0.243,0.00253,6.2e-05,0.132,0.305,146.591,63,Metal
Shot in the Dark,Ozzy Osbourne,1986,4.27,3,0.581,0.791,6,-7.262,major(1),0.0324,0.00835,6.02e-05,0.142,0.619,123.887,61,Metal
"Mama,I'm Coming Home",Ozzy Osbourne,1991,4.18,4,0.282,0.656,8,-6.557,major(1),0.0302,0.0105,0.0,0.0892,0.242,139.352,66,Metal
No More Tears,Ozzy Osbourne,1991,7.38,4,0.346,0.749,6,-6.506,major(1),0.035,0.00167,8.86e-05,0.648,0.315,102.591,71,Metal
I Don't Wanna Stop - Live,Ozzy Osbourne,2007,3.72,4,0.404,0.987,5,-5.121,major(1),0.163,0.0183,3.38e-05,0.983,0.239,137.097,26,Metal
Cowboys from Hell,Pantera,1990,4.06,4,0.415,0.908,2,-9.701,major(1),0.0765,0.00437,0.0345,0.082,0.437,114.816,71,Metal
A New Level,Pantera,1992,3.96,4,0.302,0.868,9,-9.349,major(1),0.0688,5.68e-05,0.185,0.0888,0.454,136.572,57,Metal
Cemetery Gates,Pantera,1992,7.05,4,0.274,0.726,9,-11.541,major(1),0.0449,0.000212,0.0113,0.0993,0.426,146.449,66,Metal
Domination,Pantera,1992,5.09,4,0.372,0.888,2,-5.88,major(1),0.0943,0.000211,0.00442,0.115,0.555,141.374,65,Metal
Mouth for War,Pantera,1992,3.96,4,0.329,0.954,8,-7.006,minor(0),0.0722,4.2e-06,0.000614,0.051,0.627,156.899,63,Metal
Walk,Pantera,1992,5.25,4,0.43,0.704,1,-8.008,minor(0),0.0804,0.000155,0.00221,0.0933,0.703,118.242,75,Metal
5 Minutes Alone,Pantera,1994,5.79,4,0.504,0.856,7,-6.271,major(1),0.0423,0.000748,0.359,0.114,0.585,95.402,61,Metal
I'm Broken,Pantera,1994,4.41,4,0.419,0.878,7,-6.352,major(1),0.0553,0.000594,0.559,0.139,0.666,147.385,67,Metal
Revolution Is My Name,Pantera,2003,5.27,4,0.243,0.988,8,-3.485,major(1),0.197,6.17e-05,0.12,0.341,0.277,89.905,55,Metal
This Love,Pantera,2003,6.56,4,0.402,0.73,6,-9.327,major(1),0.0455,0.000312,0.323,0.103,0.296,104.527,63,Metal
Queen Of The Reich - Remastered 2003,Queensryche,1983,4.42,4,0.275,0.978,0,-5.442,major(1),0.0995,0.000105,0.00798,0.246,0.345,152.506,42,Metal
Take Hold Of The Flame,Queensryche,1986,4.95,4,0.338,0.627,9,-11.378,minor(0),0.0351,0.0271,5.82e-06,0.127,0.179,110.692,25,Metal
I Don't Believe In Love,Queensryche,1988,4.38,4,0.551,0.991,2,-2.642,minor(0),0.0962,0.0338,2.06e-05,0.429,0.259,117.98,38,Metal
Operation Mindcrime,Queensryche,1988,4.75,4,0.536,0.981,9,-3.469,major(1),0.189,0.0907,6.3e-05,0.62,0.212,110.029,32,Metal
Silent Lucidity,Queensryche,1988,6.88,4,0.486,0.973,9,-2.984,major(1),0.0937,0.0366,4.27e-05,0.337,0.101,105.041,25,Metal
The Needle Lies,Queensryche,1988,3.13,4,0.537,0.988,0,-2.758,major(1),0.121,0.0551,0.000406,0.199,0.257,118.016,28,Metal
Best I Can,Queensryche,1990,5.57,4,0.602,0.92,2,-4.396,major(1),0.0499,0.00297,0.000153,0.325,0.29,132.273,23,Metal
Empire,Queensryche,1990,5.4,4,0.318,0.89,2,-4.542,major(1),0.089,0.00207,1.47e-05,0.0395,0.413,78.76,24,Metal
Empire,Queensryche,1990,5.78,4,0.467,0.628,7,-5.645,major(1),0.0269,0.0583,0.000379,0.12,0.105,140.214,32,Metal
Jet City Woman,Queensryche,1990,5.35,4,0.501,0.932,8,-3.679,minor(0),0.0896,0.0608,2.25e-06,0.703,0.347,110.075,26,Metal
Don't Wanna Let You Go,Quiet Riot,1983,4.68,4,0.649,0.842,11,-5.661,minor(0),0.0618,0.0927,0.0834,0.142,0.866,108.269,28,Metal
Metal Health (Bang Your Head),Quiet Riot,1983,5.27,4,0.504,0.95,2,-5.121,major(1),0.0846,0.00886,0.0931,0.141,0.632,121.442,32,Metal
Slick Black Cadillac,Quiet Riot,1983,4.23,4,0.347,0.935,11,-4.817,minor(0),0.114,0.00883,0.00112,0.125,0.622,161.638,28,Metal
Thunderbird,Quiet Riot,1983,4.72,4,0.369,0.752,0,-6.715,major(1),0.0443,0.192,8.7e-06,0.0877,0.293,139.359,24,Metal
Condition Critical,Quiet Riot,1984,5.02,4,0.4,0.52,7,-14.296,major(1),0.0446,0.0171,0.000707,0.131,0.505,138.622,29,Metal
Mama Weer All Crazee Now,Quiet Riot,1984,3.6,4,0.433,0.785,7,-13.527,major(1),0.0503,0.00726,0.0126,0.0889,0.421,136.484,46,Metal
Party All Night,Quiet Riot,1984,3.53,4,0.523,0.804,6,-13.661,minor(0),0.043,0.00658,0.00353,0.62,0.689,137.446,31,Metal
The Wild And The Young,Quiet Riot,1986,3.6,4,0.517,0.678,7,-11.496,major(1),0.0508,0.00768,0.00014,0.0598,0.655,109.267,42,Metal
Cum On Feel the Noize - Re-Recorded,Quiet Riot,1999,4.67,4,0.404,0.92,2,-4.931,major(1),0.118,0.000807,0.0,0.0266,0.45,144.971,6,Metal
Sign of the Times - Re-Recorded,Quiet Riot,1999,4.87,4,0.44,0.939,4,-5.005,major(1),0.108,0.0149,2.72e-05,0.343,0.366,137.047,5,Metal
