Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Step up to Me,Bim Skala Bim,1993,3.89,4,0.554,0.822,7,-8.133,major(1),0.0364,0.0143,0.0048,0.558,0.963,88.746,21,SKA
Irish Drinking Song,Buck-O-Nine,1997,1.97,4,0.558,0.791,0,-9.473,major(1),0.0645,0.0199,0.0,0.296,0.491,112.617,32,SKA
My Town,Buck-O-Nine,1999,3.57,4,0.604,0.994,4,-2.155,major(1),0.0563,0.024,3.3e-06,0.122,0.6,171.915,41,SKA
9mm And A Three Piece Suit,Catch 22,1998,1.95,4,0.542,0.956,2,-5.523,major(1),0.107,0.0139,0.00258,0.25,0.822,136.053,46,SKA
Day In Day Out,Catch 22,1998,3.38,4,0.441,0.976,2,-4.632,major(1),0.16,0.107,3.94e-06,0.357,0.608,141.28,32,SKA
Keasbey Nights,Catch 22,1998,3.05,4,0.683,0.883,9,-5.294,major(1),0.0489,0.156,3.81e-06,0.687,0.954,119.471,48,SKA
Walking Away,Catch 22,2000,4.11,4,0.508,0.835,10,-6.87,major(1),0.107,0.04,0.000607,0.307,0.89,136.916,28,SKA
What Goes Around Comes Around,Catch 22,2002,2.66,4,0.391,0.936,1,-4.732,major(1),0.12,0.0461,1.93e-06,0.0884,0.848,143.936,34,SKA
Supernothing,Catch 22,2003,2.82,4,0.426,0.976,0,-5.806,major(1),0.144,0.0777,1.46e-05,0.14,0.743,94.865,29,SKA
Brown Derby Jump,Cherry Poppin' Daddies,1997,3.0,4,0.483,0.707,11,-8.756,minor(0),0.141,0.116,0.000237,0.221,0.873,201.777,30,SKA
Zoot Suit Riot,Cherry Poppin' Daddies,1997,3.88,4,0.568,0.706,8,-8.679,minor(0),0.0837,0.175,0.0,0.157,0.896,184.126,48,SKA
5 Finger Discount,Choking Victim,1996,2.54,4,0.447,0.994,8,-1.63,major(1),0.198,0.311,0.606,0.549,0.234,109.059,38,SKA
500 Channels,Choking Victim,1996,2.67,4,0.471,0.995,11,-1.283,major(1),0.161,0.138,0.012,0.509,0.721,111.884,44,SKA
Crack Rock Steady,Choking Victim,1996,3.07,4,0.74,0.938,1,-3.207,major(1),0.147,0.219,0.000626,0.313,0.964,99.758,39,SKA
Fuck America,Choking Victim,1996,2.32,4,0.476,0.98,11,-3.17,major(1),0.343,0.306,0.0284,0.447,0.247,107.418,26,SKA
Suicide,Choking Victim,1996,2.89,4,0.342,0.986,1,-2.179,major(1),0.254,0.0728,0.509,0.538,0.249,113.56,32,SKA
Don't Wanna Behave,Dance Hall Crashers,1997,2.41,4,0.634,0.909,11,-4.945,minor(0),0.0353,0.0325,0.00131,0.0694,0.951,95.125,23,SKA
Lost Again,Dance Hall Crashers,1997,3.4,4,0.393,0.923,1,-5.86,minor(0),0.0484,0.00202,0.261,0.384,0.793,98.849,40,SKA
Better Must Come,Delroy Wilson,1971,2.73,4,0.715,0.578,9,-7.54,major(1),0.102,0.00354,9.59e-05,0.301,0.918,74.349,49,SKA
Dancing Mood,Delroy Wilson,1971,2.3,4,0.861,0.678,10,-7.247,minor(0),0.214,0.141,0.000331,0.159,0.821,90.383,32,SKA
I Want Justice,Delroy Wilson,1971,2.31,4,0.767,0.447,10,-9.543,major(1),0.0554,0.49,6.69e-05,0.15,0.933,129.765,12,SKA
Show Me the Way,Delroy Wilson,1972,2.49,4,0.702,0.531,10,-9.532,major(1),0.0402,0.401,4.72e-06,0.114,0.881,122.885,4,SKA
Stick by Me,Delroy Wilson,1972,3.28,4,0.787,0.478,8,-7.032,major(1),0.14,0.113,5.09e-06,0.0906,0.802,78.873,5,SKA
Fat Man,Derrick Morgan,1960,3.14,4,0.699,0.513,10,-10.399,minor(0),0.151,0.0256,0.591,0.0538,0.732,176.538,19,SKA
Festival 10,Derrick Morgan,1960,3.0,4,0.935,0.438,9,-7.56,major(1),0.0895,0.0863,8.75e-06,0.042,0.441,131.863,2,SKA
Forward March (with The Beverley's All-Stars),Derrick Morgan,1960,2.96,4,0.628,0.637,3,-10.267,major(1),0.0733,0.113,7.58e-06,0.0966,0.803,114.137,22,SKA
Housewive's Choice,Derrick Morgan,1960,3.02,4,0.802,0.533,8,-9.057,major(1),0.0369,0.0366,1.56e-06,0.0571,0.746,115.992,1,SKA
Moon Hop,Derrick Morgan,1960,3.16,4,0.839,0.529,0,-9.429,major(1),0.172,0.397,0.0625,0.0802,0.968,131.828,34,SKA
Blazing Fire,Derrick Morgan,1968,2.94,4,0.831,0.666,5,-8.765,major(1),0.0724,0.581,0.0,0.161,0.932,114.671,29,SKA
"Don't You Know,Little Girl",Derrick Morgan,1968,2.99,4,0.723,0.343,3,-7.979,major(1),0.0839,0.837,0.00758,0.128,0.821,120.868,0,SKA
Lover Boy,Derrick Morgan,1969,2.75,4,0.706,0.369,0,-13.962,major(1),0.0603,0.876,0.0595,0.141,0.936,124.01,5,SKA
Tougher Than Tough (Rudie in Court),Derrick Morgan,1969,2.39,4,0.833,0.423,7,-9.488,major(1),0.0318,0.713,1.51e-06,0.0856,0.741,96.251,33,SKA
(Poor Mi) Israelites,Desmond Dekker,1969,2.61,4,0.801,0.435,10,-9.33,major(1),0.0448,0.184,0.0,0.0904,0.953,146.459,57,SKA
007 (Shanty Town),Desmond Dekker,1969,2.57,4,0.866,0.564,9,-7.554,major(1),0.0902,0.101,0.0994,0.0977,0.876,101.683,54,SKA
Honour Your Mother and Father,Desmond Dekker,1969,2.42,4,0.607,0.663,0,-8.044,major(1),0.0342,0.155,0.0,0.132,0.696,124.484,24,SKA
Israelites,Desmond Dekker,1969,2.63,4,0.709,0.5,10,-8.59,major(1),0.0488,0.812,1.88e-06,0.0915,0.973,73.359,38,SKA
It Mek,Desmond Dekker,1969,2.54,4,0.599,0.564,8,-7.793,major(1),0.0766,0.0344,0.689,0.233,0.665,75.095,49,SKA
Rude Boy Train,Desmond Dekker,1969,2.31,4,0.598,0.476,8,-8.819,major(1),0.0695,0.674,0.0,0.313,0.815,182.283,26,SKA
Israelites (1970 Live Version),Desmond Dekker,1970,4.85,4,0.654,0.682,11,-9.148,major(1),0.0639,0.785,0.00404,0.292,0.954,80.331,5,SKA
Pickney Gal,Desmond Dekker,1970,2.91,4,0.933,0.36,0,-14.652,major(1),0.411,0.158,0.000525,0.0894,0.924,113.848,30,SKA
You Can Get It If You Really Want,Desmond Dekker,1970,2.64,4,0.828,0.578,1,-7.825,major(1),0.0409,0.135,0.0,0.0592,0.893,128.087,47,SKA
Problems,Desmond Dekker,1971,2.7,4,0.763,0.841,0,-8.123,major(1),0.0427,0.0416,0.728,0.252,0.974,80.013,22,SKA
Ghetto Soundwave,Fishbone,1985,4.39,4,0.758,0.883,8,-5.4,major(1),0.0635,0.00547,0.0016,0.0337,0.904,109.462,19,SKA
Party at Ground Zero,Fishbone,1985,6.5,4,0.376,0.904,1,-5.061,major(1),0.22,0.0424,0.000369,0.0899,0.888,196.813,30,SKA
Give It Up,Fishbone,1990,3.21,4,0.512,0.806,5,-8.044,major(1),0.115,0.0612,0.0,0.205,0.833,176.918,13,SKA
I Wish I Had A Date,Fishbone,1990,2.01,4,0.83,0.674,11,-8.161,major(1),0.0661,0.0813,1.4e-06,0.0152,0.875,105.218,16,SKA
Sunless Saturday,Fishbone,1991,4.31,4,0.451,0.97,7,-4.622,major(1),0.136,6.95e-05,0.103,0.136,0.396,144.071,25,SKA
Subliminal Fascism,Fishbone,1996,1.46,4,0.571,0.983,10,-4.981,minor(0),0.101,0.0311,0.0184,0.17,0.646,115.082,18,SKA
A Flowery Song,Five Iron Frenzy,1999,3.67,4,0.646,0.9,4,-6.523,major(1),0.0846,0.0794,0.00147,0.0643,0.744,156.01,31,SKA
Every New Day,Five Iron Frenzy,1999,10.23,4,0.412,0.000525,4,-7.963,major(1),0.0527,0.399,9.29e-05,0.601,0.983,161.863,23,SKA
My Evil Plan to Save the World,Five Iron Frenzy,1999,3.43,4,0.675,0.87,0,-3.225,major(1),0.0583,0.0576,0.0,0.596,0.791,107.45,28,SKA
A New Hope,Five Iron Frenzy,2000,2.64,4,0.714,0.872,11,-5.412,major(1),0.037,0.00248,1.78e-05,0.125,0.907,102.009,11,SKA
Battle Dancing Unicorns with Glitter,Five Iron Frenzy,2000,3.73,4,0.593,0.83,10,-4.615,major(1),0.0727,0.0151,0.0,0.396,0.427,110.98,27,SKA
"Oh,Canada",Five Iron Frenzy,2000,3.27,4,0.633,0.886,7,-7.113,major(1),0.0933,0.0535,0.0,0.0969,0.96,174.891,29,SKA
The Day We Killed,Five Iron Frenzy,2000,3.43,4,0.674,0.948,7,-0.43,major(1),0.0334,0.0128,0.0,0.0938,0.559,112.977,11,SKA
Its Not Unusual,Five Iron Frenzy,2003,2.35,4,0.726,0.9,0,-5.48,major(1),0.0358,0.0154,0.0,0.199,0.924,99.991,29,SKA
Where Zero Meets 15,Five Iron Frenzy,2003,3.78,4,0.514,0.916,9,-6.66,major(1),0.404,0.0466,0.0,0.756,0.559,145.725,6,SKA
Just Don't Want To Be Lonely,Freddie McGregor,1972,3.59,4,0.674,0.608,5,-5.675,major(1),0.0257,0.0508,0.0,0.363,0.819,85.551,40,SKA
I Was Born A Winner,Freddie McGregor,1977,3.63,4,0.753,0.526,8,-9.654,major(1),0.0524,0.00469,0.000266,0.251,0.656,86.751,43,SKA
Bobby Babylon,Freddie McGregor,1978,1.98,4,0.776,0.428,7,-7.94,major(1),0.327,0.0706,0.0,0.115,0.487,82.88,0,SKA
I'm Concerned,Freddie McGregor,1978,3.86,4,0.744,0.533,0,-7.144,major(1),0.103,0.0476,0.0,0.0655,0.832,82.016,0,SKA
Push Come To Shove,Freddie McGregor,1980,3.62,4,0.693,0.653,7,-9.771,major(1),0.0747,0.0196,0.0,0.484,0.646,81.379,45,SKA
Rastaman Camp,Freddie McGregor,1980,2.83,4,0.72,0.456,10,-8.895,minor(0),0.0528,0.325,0.09,0.134,0.717,120.91,15,SKA
Big Ship,Freddie McGregor,1981,3.3,4,0.777,0.41,9,-8.854,minor(0),0.32,0.00498,2.43e-06,0.186,0.815,70.514,47,SKA
99 Red Balloons,Goldfinger,1983,3.82,4,0.285,0.843,4,-7.318,major(1),0.129,0.00103,0.00037,0.327,0.282,97.051,60,SKA
Broken In Paradise,Goldfinger,1996,2.69,4,0.51,0.927,0,-4.259,major(1),0.0556,0.000368,0.0112,0.364,0.639,160.137,18,SKA
Here In Your Bedroom,Goldfinger,1996,3.18,4,0.489,0.767,5,-8.99,major(1),0.0398,0.00187,0.00572,0.0786,0.945,171.655,49,SKA
Superman,Goldfinger,1996,3.08,4,0.429,0.937,2,-3.986,major(1),0.0573,0.000131,0.0002,0.0807,0.894,194.838,62,SKA
The Last Time,Goldfinger,1996,2.77,4,0.533,0.929,11,-6.292,minor(0),0.0353,0.0104,0.0135,0.315,0.667,95.078,20,SKA
Counting The Days,Goldfinger,2000,3.47,4,0.509,0.944,9,-5.171,major(1),0.0795,7.77e-05,1.07e-05,0.558,0.515,146.39,35,SKA
Train To Skaville,Hepcat,1997,4.68,4,0.66,0.743,10,-10.051,major(1),0.21,0.163,0.14,0.437,0.873,132.563,8,SKA
Home,Hepcat,2000,4.78,4,0.783,0.299,4,-17.501,minor(0),0.0376,0.111,0.00282,0.179,0.733,89.045,10,SKA
Riding The Region,Hepcat,2000,2.79,4,0.866,0.683,7,-8.595,major(1),0.0398,0.342,0.00101,0.0887,0.919,95.522,26,SKA
One Way Ticket Home,Jaya The Cat,1998,2.28,4,0.894,0.531,0,-8.659,major(1),0.0359,0.079,0.00254,0.229,0.961,114.016,16,SKA
The Bottle Left Me,Jaya The Cat,2008,2.95,4,0.478,0.964,0,-5.29,major(1),0.0395,0.0007,2.61e-06,0.149,0.928,100.171,25,SKA
Amsterdam,Jaya The Cat,2009,3.44,4,0.497,0.78,7,-7.752,major(1),0.0435,0.00215,0.00038,0.178,0.871,183.126,37,SKA
El Camino,Jaya The Cat,2009,3.19,4,0.741,0.713,9,-6.603,major(1),0.193,0.0872,0.0,0.614,0.961,77.644,32,SKA
Many Rivers To Cross,Jimmy Cliff,1969,2.73,4,0.399,0.212,5,-16.03,major(1),0.0747,0.7,0.000434,0.116,0.149,137.76,49,SKA
"Wonderful World,Beautiful People - Single Version",Jimmy Cliff,1969,3.26,4,0.782,0.386,2,-15.443,major(1),0.0302,0.0184,0.0,0.0525,0.904,105.849,56,SKA
You Can Get It If You Really Want,Jimmy Cliff,1970,2.65,4,0.895,0.571,1,-8.636,major(1),0.0501,0.208,0.0,0.0781,0.933,128.171,64,SKA
Sitting In Limbo,Jimmy Cliff,1971,4.92,4,0.59,0.656,2,-9.265,major(1),0.0508,0.122,0.0,0.123,0.729,164.664,39,SKA
Vietnam - Single Version,Jimmy Cliff,1971,4.87,4,0.9,0.366,1,-13.382,major(1),0.0586,0.00133,1.77e-06,0.098,0.752,110.756,37,SKA
The Harder They Come,Jimmy Cliff,1972,3.67,4,0.679,0.575,1,-8.037,major(1),0.0715,0.634,0.0,0.165,0.79,102.588,56,SKA
Struggling Man,Jimmy Cliff,1973,3.46,4,0.962,0.591,2,-11.196,major(1),0.0466,0.504,0.000455,0.0552,0.894,118.199,21,SKA
Reggae Night,Jimmy Cliff,1983,5.36,4,0.853,0.697,0,-7.41,major(1),0.0373,0.282,4.42e-05,0.121,0.96,109.419,51,SKA
Ruby Soho,Jimmy Cliff,1995,2.86,4,0.655,0.862,7,-5.354,major(1),0.0437,0.395,0.0,0.282,0.965,161.975,32,SKA
Big Seven,Judge Dread,1969,3.36,4,0.848,0.493,1,-6.873,major(1),0.095,0.0167,0.0,0.202,0.647,84.198,29,SKA
Up With the Cock!,Judge Dread,1974,2.95,4,0.664,0.675,6,-8.687,major(1),0.0741,0.436,0.0,0.428,0.78,96.807,14,SKA
Boogie in My Bones,Laurel Aitken,1963,2.81,4,0.741,0.474,5,-6.578,major(1),0.0477,0.55,0.0548,0.095,0.67,124.244,16,SKA
Bossa Nova Hop,Laurel Aitken,1963,2.84,4,0.72,0.632,2,-12.831,major(1),0.0532,0.593,0.0346,0.362,0.9,128.365,0,SKA
Rudi Got Married,Laurel Aitken,1968,3.4,4,0.825,0.649,6,-9.676,major(1),0.0724,0.627,6.4e-06,0.0428,0.967,119.451,26,SKA
Street of Glory,Laurel Aitken,1968,3.04,4,0.841,0.868,5,-6.159,minor(0),0.126,0.432,1.11e-06,0.14,0.889,123.924,0,SKA
Landlords and Tenants,Laurel Aitken,1969,2.75,4,0.864,0.596,5,-8.802,major(1),0.0594,0.178,0.187,0.108,0.962,123.389,10,SKA
Little Sheila,Laurel Aitken,1969,1.92,4,0.776,0.559,5,-8.617,major(1),0.0343,0.799,0.0,0.1,0.942,122.247,9,SKA
I Am The Upsetter,"Lee ""Scratch"" Perry",1970,3.1,4,0.873,0.462,1,-7.868,major(1),0.0633,0.626,0.15,0.0954,0.599,78.361,32,SKA
Blackboard Jungle Dub - Version 1,"Lee ""Scratch"" Perry",1973,4.64,4,0.524,0.236,4,-19.892,minor(0),0.106,0.863,0.806,0.55,0.517,181.134,20,SKA
Police And Thieves,"Lee ""Scratch"" Perry",1976,4.72,4,0.793,0.643,11,-4.998,minor(0),0.188,0.212,0.00921,0.143,0.648,137.942,11,SKA
Disco Devil (Extended Version),"Lee ""Scratch"" Perry",1978,7.86,4,0.682,0.726,0,-8.754,major(1),0.261,0.0785,0.000336,0.386,0.515,77.865,44,SKA
Roast Fish & Cornbread,"Lee ""Scratch"" Perry",1978,3.87,4,0.79,0.47,1,-12.094,minor(0),0.0975,0.156,0.0118,0.0662,0.517,114.798,9,SKA
Soul Fire,"Lee ""Scratch"" Perry",1978,3.85,4,0.761,0.514,0,-12.017,major(1),0.0371,0.139,0.00248,0.0825,0.813,97.339,27,SKA
Who Killed the Chicken,"Lee ""Scratch"" Perry",1978,4.78,4,0.685,0.649,9,-11.411,major(1),0.0771,0.0769,2.11e-06,0.115,0.714,129.249,3,SKA
All My Best Friends Are Metalheads,Less Than Jake,1998,3.52,4,0.582,0.91,4,-4.566,major(1),0.107,0.0755,1.03e-06,0.0992,0.733,92.179,57,SKA
Gainesville Rock City,Less Than Jake,1998,3.13,4,0.452,0.968,9,-3.827,major(1),0.105,0.00436,0.000401,0.286,0.508,103.846,37,SKA
History Of A Boring Town,Less Than Jake,1998,3.37,4,0.541,0.943,2,-4.27,major(1),0.0551,0.0323,0.0,0.0912,0.779,107.317,49,SKA
Last Hour of the Last Day of Work,Less Than Jake,1998,3.29,4,0.602,0.952,1,-5.002,major(1),0.0507,0.000886,8.45e-06,0.0783,0.68,108.027,27,SKA
Look What Happened,Less Than Jake,1998,3.11,4,0.322,0.922,4,-3.476,major(1),0.192,0.0235,0.0,0.191,0.524,186.7,47,SKA
Scott Farcas Takes It On The Chin,Less Than Jake,2000,2.57,4,0.372,0.97,1,-4.238,major(1),0.12,0.00711,5.46e-05,0.0562,0.635,131.54,34,SKA
She's Gonna Break Soon,Less Than Jake,2000,3.24,4,0.329,0.764,9,-8.116,major(1),0.0467,0.00591,0.0,0.143,0.892,187.672,34,SKA
The Science of Selling Yourself Short,Less Than Jake,2003,3.1,4,0.719,0.815,5,-3.546,major(1),0.0305,0.16,0.0,0.0367,0.937,93.126,53,SKA
Plastic Cup Politics,Less Than Jake,2008,2.29,4,0.387,0.922,4,-3.274,major(1),0.108,0.000338,0.0,0.0802,0.786,178.045,40,SKA
Carnival Baby,Lord Kitchener,1961,4.46,4,0.663,0.914,7,-6.619,minor(0),0.0408,0.0405,0.0787,0.0554,0.969,130.53,2,SKA
Doctor Kitch,Lord Kitchener,1961,3.91,4,0.673,0.45,5,-10.889,major(1),0.136,0.864,0.0,0.0637,0.92,157.66,32,SKA
Dr. Kitch,Lord Kitchener,1961,3.97,4,0.585,0.715,0,-6.206,major(1),0.0973,0.714,0.0,0.138,0.923,156.461,20,SKA
The Road,Lord Kitchener,1967,3.43,3,0.48,0.495,7,-13.609,major(1),0.0601,0.881,0.228,0.341,0.896,125.395,3,SKA
"Pan in """"A"""" Minor",Lord Kitchener,1970,6.29,4,0.696,0.726,4,-11.489,minor(0),0.053,0.0852,1.35e-05,0.103,0.832,121.062,16,SKA
Sugar Bum Bum,Lord Kitchener,1971,6.09,4,0.7,0.703,5,-12.67,minor(0),0.0423,0.669,0.454,0.119,0.967,114.626,32,SKA
Drinking for 11 - Live,Mad Caddies,1998,3.76,4,0.613,0.702,4,-9.521,major(1),0.109,0.122,0.000761,0.781,0.653,165.913,8,SKA
Just One More,Mad Caddies,1998,3.43,4,0.561,0.918,9,-5.771,minor(0),0.145,0.00466,0.00381,0.136,0.499,152.406,22,SKA
Road Rash,Mad Caddies,1998,2.03,4,0.572,0.914,5,-5.995,major(1),0.0542,0.0753,0.000253,0.284,0.963,148.733,45,SKA
She,Mad Caddies,1998,3.03,4,0.716,0.739,6,-5.359,major(1),0.0608,0.143,0.0,0.379,0.741,77.981,41,SKA
Sorrow,Mad Caddies,1998,3.48,4,0.759,0.709,7,-5.392,major(1),0.0361,0.0912,9.76e-05,0.149,0.96,134.054,32,SKA
State of Mind,Mad Caddies,1998,3.78,4,0.824,0.742,6,-6.307,major(1),0.0291,0.0125,3.31e-06,0.175,0.854,114.993,38,SKA
Monkeys,Mad Caddies,2001,2.76,4,0.504,0.948,0,-4.283,major(1),0.0633,0.154,0.004,0.117,0.962,149.042,23,SKA
My Girl,Madness,1979,2.75,4,0.689,0.915,1,-4.77,minor(0),0.0376,0.102,0.00028,0.087,0.704,119.378,28,SKA
One Step Beyond,Madness,1979,2.31,4,0.477,0.94,0,-4.888,minor(0),0.0423,0.0124,0.032,0.412,0.941,154.82,43,SKA
Baggy Trousers,Madness,1980,2.79,4,0.64,0.887,0,-5.204,minor(0),0.0368,0.143,0.0,0.336,0.94,144.546,39,SKA
Embarrassment,Madness,1980,3.18,4,0.467,0.825,5,-4.847,minor(0),0.0317,0.11,0.0451,0.11,0.88,75.463,25,SKA
Night Boat to Cairo,Madness,1980,3.52,4,0.314,0.974,3,-5.011,minor(0),0.0431,0.118,0.121,0.0749,0.598,155.551,37,SKA
It Must Be Love,Madness,1981,3.42,4,0.597,0.399,7,-11.169,major(1),0.0322,0.348,3.26e-05,0.107,0.699,146.297,24,SKA
The Prince,Madness,1981,3.32,4,0.632,0.852,7,-6.134,major(1),0.0424,0.00386,0.00195,0.0707,0.862,98.346,24,SKA
House Of Fun,Madness,1982,3.0,4,0.744,0.924,7,-8.964,major(1),0.0478,0.234,0.0331,0.128,0.791,128.656,38,SKA
Our House,Madness,1982,3.35,4,0.601,0.649,7,-10.57,major(1),0.0554,0.0285,7.71e-05,0.127,0.708,121.66,58,SKA
Wings Of A Dove (A Celebratory Song),Madness,1989,3.04,4,0.737,0.788,2,-5.557,major(1),0.0762,0.383,0.0078,0.246,0.913,116.838,28,SKA
Doomsday,Mephiskapheles,1997,3.26,4,0.344,0.723,8,-9.636,major(1),0.0909,0.000344,0.0357,0.341,0.808,176.798,28,SKA
Saba,Mephiskapheles,1997,5.99,4,0.434,0.569,9,-11.058,major(1),0.191,0.0826,0.000142,0.402,0.323,86.819,22,SKA
Beer (Song),Mustard Plug,1996,3.68,4,0.466,0.922,10,-4.62,major(1),0.0462,0.0108,0.000279,0.366,0.926,176.919,39,SKA
Go,Mustard Plug,1997,2.16,4,0.243,0.97,7,-4.867,major(1),0.104,0.038,0.00193,0.136,0.585,154.708,20,SKA
Mr. Smiley,Mustard Plug,1997,2.77,4,0.497,0.811,2,-12.489,major(1),0.0507,0.000253,0.00979,0.0715,0.861,183.31,47,SKA
You,Mustard Plug,2003,3.99,4,0.487,0.87,10,-5.823,major(1),0.0839,0.141,0.0024,0.0386,0.779,171.554,35,SKA
Not Enough,Mustard Plug,2006,2.77,4,0.523,0.944,0,-5.95,major(1),0.0488,0.0049,0.546,0.145,0.742,108.28,19,SKA
Just A Girl,No Doubt,1995,3.49,4,0.638,0.906,2,-4.824,major(1),0.0504,0.0662,6.88e-05,0.142,0.767,107.991,74,SKA
Spiderwebs,No Doubt,1995,4.45,4,0.49,0.852,10,-7.192,major(1),0.0502,0.0376,2.21e-06,0.126,0.663,143.248,62,SKA
Don't Speak,No Doubt,1996,4.39,4,0.52,0.709,5,-7.125,minor(0),0.0352,0.247,1.78e-05,0.18,0.536,76.039,79,SKA
Ex-Girlfriend,No Doubt,2000,3.54,4,0.546,0.907,4,-4.117,minor(0),0.09,0.0135,0.00232,0.169,0.654,173.178,52,SKA
Simple Kind Of Life,No Doubt,2000,4.28,4,0.576,0.849,0,-5.199,major(1),0.0355,0.0678,0.0,0.278,0.482,119.999,49,SKA
Hey Baby,No Doubt,2001,3.45,4,0.705,0.872,11,-3.557,minor(0),0.126,0.0618,0.0,0.227,0.75,93.628,56,SKA
Running,No Doubt,2001,4.01,4,0.691,0.61,0,-7.023,major(1),0.0275,0.189,2.38e-05,0.0885,0.363,113.127,45,SKA
Hella Good,No Doubt,2002,4.04,4,0.772,0.665,8,-3.947,major(1),0.0349,0.0136,0.012,0.0905,0.838,115.138,63,SKA
Underneath It All,No Doubt,2002,5.05,4,0.729,0.731,4,-4.823,major(1),0.0682,0.235,1.35e-06,0.391,0.838,138.204,63,SKA
It's My Life,No Doubt,2003,3.76,4,0.606,0.75,8,-4.535,minor(0),0.0306,0.00264,0.000788,0.321,0.771,126.316,56,SKA
Bankshot - 2007 Remaster,Operation Ivy,2007,1.56,4,0.267,0.988,5,-4.193,major(1),0.0663,0.0165,0.959,0.346,0.964,174.022,39,SKA
Gonna Find You - 2007 Remaster,Operation Ivy,2007,1.9,4,0.498,0.931,2,-4.585,major(1),0.102,0.129,0.0,0.368,0.807,87.641,35,SKA
Hoboken - 2007 Remaster,Operation Ivy,2007,1.2,4,0.302,0.976,2,-4.871,major(1),0.161,0.00581,0.0,0.052,0.517,92.396,30,SKA
Knowledge - 2007 Remaster,Operation Ivy,2007,1.7,4,0.42,0.947,5,-4.269,major(1),0.119,0.262,6.52e-05,0.416,0.51,92.027,49,SKA
Sound System - 2007 Remaster,Operation Ivy,2007,2.23,4,0.569,0.954,2,-4.82,major(1),0.126,0.35,0.000265,0.0768,0.574,91.205,54,SKA
Take Warning - 2007 Remaster,Operation Ivy,2007,2.74,4,0.64,0.725,1,-4.821,minor(0),0.0445,0.221,4.51e-05,0.106,0.682,85.151,43,SKA
The Crowd - 2007 Remaster,Operation Ivy,2007,2.19,4,0.281,0.967,9,-4.764,major(1),0.12,0.076,0.00085,0.379,0.555,188.487,43,SKA
Unity - 2007 Remaster,Operation Ivy,2007,2.23,4,0.583,0.863,9,-4.083,major(1),0.0692,0.193,0.0102,0.0717,0.842,92.688,46,SKA
Al Capone,Prince Buster,1964,3.06,4,0.693,0.773,10,-9.112,major(1),0.139,0.0174,0.492,0.308,0.8,116.889,34,SKA
Hard Man Fe Dead,Prince Buster,1967,3.62,4,0.718,0.556,8,-8.87,major(1),0.0619,0.671,0.0,0.0748,0.86,116.562,23,SKA
Judge Dread,Prince Buster,1967,3.64,4,0.795,0.563,0,-7.988,major(1),0.216,0.342,0.0224,0.186,0.896,87.978,34,SKA
Madness,Prince Buster,1967,2.75,4,0.856,0.747,0,-6.3,major(1),0.0701,0.208,7.88e-06,0.111,0.839,123.582,40,SKA
One Step Beyond,Prince Buster,1967,2.66,4,0.76,0.698,1,-10.831,minor(0),0.117,0.463,0.676,0.14,0.874,132.901,40,SKA
Rough Rider,Prince Buster,1967,3.19,4,0.885,0.484,2,-11.131,minor(0),0.193,0.106,0.437,0.0811,0.818,86.362,24,SKA
Ten Commandments,Prince Buster,1967,3.48,4,0.731,0.538,8,-11.013,major(1),0.0538,0.0704,0.648,0.081,0.908,123.789,22,SKA
Wash Wash,Prince Buster,1967,3.42,4,0.791,0.522,0,-8.781,major(1),0.0483,0.17,0.000151,0.179,0.971,121.978,25,SKA
Enjoy Yourself,Prince Buster,1969,3.08,4,0.819,0.419,1,-11.201,major(1),0.168,0.422,0.0769,0.215,0.932,117.143,38,SKA
"Olympia,WA",Rancid,1993,3.52,4,0.403,0.946,7,-5.26,major(1),0.127,0.0748,0.0,0.214,0.607,166.854,47,SKA
